,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
780,Xinli Chen,Nitrogen fertilization weakens the linkage between soil carbon and microbial diversity: a global meta‐analysis,Soil pH determines microbial diversity and composition in the park grass experiment,University of Alberta,53.52682,-113.5244937,,Edmonton,Alberta,Canada
781,Xue-Xian Zhang, Bacterial diversity in soils subjected to long-term chemical fertilization can be more stably maintained with the addition of livestock manure than wheat straw,Soil pH determines microbial diversity and composition in the park grass experiment,Auckland,-36.852095,174.7631803,,Auckland,Auckland,New Zealand
782,Xue-Xian Zhang, Bacterial diversity in soils subjected to long-term chemical fertilization can be more stably maintained with the addition of livestock manure than wheat straw,Soil pH determines microbial diversity and composition in the park grass experiment,Massey University,-36.7327011,174.7026709,,Upper Harbour,Auckland,New Zealand
783,Xue-Xian Zhang, Bacterial diversity in soils subjected to long-term chemical fertilization can be more stably maintained with the addition of livestock manure than wheat straw,Soil pH determines microbial diversity and composition in the park grass experiment,"Massey University, Auckland, New Zealand",-36.7327011,174.7026709,,Upper Harbour,Auckland,New Zealand
784,Yan Dang,Nitrogen cycling during wastewater treatment,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Beijing Forestry University,40.0028749,116.3354804,,Haidian District,Beijing,China
785,Yan Dang,Nitrogen cycling during wastewater treatment,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Engineering,,,,,,
786,Yan Dang,Nitrogen cycling during wastewater treatment,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"Professor of Environmental Science and Engineering, Beijing Forestry University",,,,,,
787,Yanfen Wang,Bioconversion of coal to methane by microbial communities from soil and from an opencast mine in the Xilingol grassland of northeast China,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,University of Chinese Academy of Sciences,39.907697,116.2440577,,Shijingshan District,Beijing,China
788,Yao Zhang,Abdomenct-1k: Is abdominal organ segmentation a solved problem?,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,AI Lab,57.0017332,-111.4794365,Wood Buffalo,,Alberta,Canada
789,Yao Zhang,Abdomenct-1k: Is abdominal organ segmentation a solved problem?,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Lenovo Research,22.5420885,113.9430328,,Nanshan District,Guangdong Province,China
790,Yaodong Yang, The application of large language models in medicine: A scoping review,Artificial intelligence in clinical and genomic diagnostics,BOYA (博雅) Assistant Professor at Peking University,,,,,,
791,Yaodong Yang, The application of large language models in medicine: A scoping review,Artificial intelligence in clinical and genomic diagnostics,Peking University,40.1733653,116.15722,,Changping District,Beijing,China
792,Yichuan Wang, SHIFTing artificial intelligence to be responsible in healthcare: A systematic review,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,University of Sheffield,53.3815042,-1.4833688,,Sheffield,England,United Kingdom
793,Yixiao Zhang,Clip-driven universal model for organ segmentation and tumor detection,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Johns Hopkins University,39.3302022,-76.6218536,,Baltimore,Maryland,United States
794,Yu Xu,"Recent advances in polygenic scores: translation, equitability, methods and FAIR tools",Genotype imputation and variability in polygenic risk score estimation,University of Cambridge,52.2109456,0.092005,Cambridgeshire,Cambridge,England,United Kingdom
795,Yuanqi Du,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Cornell University,42.4529076,-76.4800842,Tompkins County,City of Ithaca,New York,United States
796,Yuanqi Du,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"PhD Student, Cornell University",,,,,,
797,Yuanyuan Leng,Antagonistic control of the turnover pathway for the global regulatory sRNA CsrB by the CsrA and CsrD proteins,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,NCI,42.018271,-72.4942092,Capitol Planning Region,,Connecticut,United States
798,Yudi M. Lozano,"Microplastics increase soil pH and decrease microbial activities as a function of microplastic shape, polymer type, and exposure time",Soil pH determines microbial diversity and composition in the park grass experiment,"Postdoctoral researcher. Freie Universitaet Berlin, Germany",,,,,,
799,Yun Kit Yeoh,Gut microbiota composition reflects disease severity and dysfunctional immune responses in patients with COVID-19,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,Australian Institute of Marine Science (AIMS),-19.2676399,147.0553995,,,Queensland,Australia
800,Yunqiang Wang, Global effects on soil respiration and its temperature sensitivity depend on nitrogen addition rate,Soil pH determines microbial diversity and composition in the park grass experiment,CAS,5.5000085,-71.5000086,,,Casanare,Colombia
801,Yustina M Pusparizkita, Microbiologically influenced corrosion of the ST-37 carbon steel tank by Bacillus licheniformis present in biodiesel blends,"Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",Universitas Diponegoro,-7.0515579,110.4395309,,Semarang,Central Java,Indonesia
802,Yuxing Liao,Deep learning in proteomics,Artificial intelligence in clinical and genomic diagnostics,Boston Children's Hospital,42.3371714,-71.1056791,Suffolk County,Boston,Massachusetts,United States
803,Yvonne Westermaier, Virtual screening: an in silico tool for interlacing the chemical universe with the proteome,Structural studies of human purine nucleoside phosphorylase: towards a new specific empirical scoring function,Boehringer Ingelheim,19.2523697,-99.1129563,,Mexico City,Mexico City,Mexico
804,Zhiao Shi,Deep learning in proteomics,Artificial intelligence in clinical and genomic diagnostics,Baylor College of Medicine,29.7105439,-95.3958079,Harris County,Houston,Texas,United States
805,Zhichao Liu,AI-based language models powering drug discovery and development,Artificial intelligence in clinical and genomic diagnostics,Boehringer Ingelheim US,33.9889947,-83.328394,Clarke County,Athens,Georgia,United States
806,Ziming Liu,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,MIT,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
807,charles parker,Lists of names of prokaryotic Candidatus taxa,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Drexel UNIVERSITY,39.9569305,-75.1899265,Philadelphia County,Philadelphia,Pennsylvania,United States
808,charles parker,Lists of names of prokaryotic Candidatus taxa,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"Student, Drexel UNIVERSITY",,,,,,
809,christian jobin,Microbiota in pancreatic health and disease: the next frontier in microbiome research,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,university of florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
810,dos Santos R N,Molecular docking and structure-based drug design strategies,Molecular docking algorithms,University of São Paulo,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
811,sean benler,Thousands of previously unknown phages discovered in whole-community human gut metagenomes,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,NCBI,53.3413769,-6.2746518,County Dublin,Dublin,,Ireland
812,sean ekins, Troubleshooting computational methods in drug discovery,Evaluation of molecular docking using polynomial empirical scoring functions,"Collaborations Pharmaceuticals, Inc.",,,,,,
813,sean ekins, Troubleshooting computational methods in drug discovery,Evaluation of molecular docking using polynomial empirical scoring functions,Inc.,,,,,,
814,"wang, fayuan (王发园)", Interactions of microplastics and cadmium on plant growth and arbuscular mycorrhizal fungal communities in an agricultural soil,Soil pH determines microbial diversity and composition in the park grass experiment,Qingdao University of Science,36.0014644,120.1163655,,Huangdao District,Shandong,China
815,"wang, fayuan (王发园)", Interactions of microplastics and cadmium on plant growth and arbuscular mycorrhizal fungal communities in an agricultural soil,Soil pH determines microbial diversity and composition in the park grass experiment,Qingdao University of Science and Technology,36.1212188,120.478556,,Laoshan District,Shandong,China
816,"wang, fayuan (王发园)", Interactions of microplastics and cadmium on plant growth and arbuscular mycorrhizal fungal communities in an agricultural soil,Soil pH determines microbial diversity and composition in the park grass experiment,Technology,-0.2912908,36.0353719,Nakuru West,Kapkures ward,Nakuru,Kenya
817,xiutong wang,Metagenomic insights into nutrient and hypoxic microbial communities at the macrofouling/steel interface leading to severe MIC,"Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",Chinese Academy of Sciences,39.9093367,116.3297146,,Beijing,Beijing,China
818,xiutong wang,Metagenomic insights into nutrient and hypoxic microbial communities at the macrofouling/steel interface leading to severe MIC,"Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",Institute of Oceanology,54.4509659,18.5633747,,Sopot,Pomeranian Voivodeship,Poland
819,zhengquan wang,Metagenomic insights into nutrient and hypoxic microbial communities at the macrofouling/steel interface leading to severe MIC,"Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",Chinese Academy of Science,41.7691902,123.439023,Heping District,Shenhe District,Liaoning,China
